"Dev fold";" Tune set";" Parameters";" Tune loss";"Precise_loss"
2;788;" {'lr': 0.0005757142857142857, 'num_layers': 1, 'dropout': 0.42857142857142855, 'mask_prob': 0.29, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 2048}";0,0067;"0.006689090964899056"
2;789;" {'lr': 0.00015142857142857145, 'num_layers': 2, 'dropout': 0.42857142857142855, 'mask_prob': 0.32499999999999996, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 2048}";0,0057;"0.005718222652304624"
2;790;" {'lr': 0.0002928571428571429, 'num_layers': 2, 'dropout': 0.0, 'mask_prob': 0.36, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 64}";0,005;"0.004958048585793126"
2;791;" {'lr': 0.0008585714285714286, 'num_layers': 2, 'dropout': 0.3214285714285714, 'mask_prob': 0.21999999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 14}";0,007;"0.007042816478611999"
2;792;" {'lr': 0.0003635714285714286, 'num_layers': 2, 'dropout': 0.3571428571428571, 'mask_prob': 0.07999999999999999, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 2048}";0,0014;"0.0014461687778269774"
2;793;" {'lr': 0.00015142857142857145, 'num_layers': 1, 'dropout': 0.46428571428571425, 'mask_prob': 0.46499999999999997, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 128}";0,0027;"0.002735854752628304"
2;794;" {'lr': 0.00022214285714285717, 'num_layers': 4, 'dropout': 0.25, 'mask_prob': 0.36, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}";0,0044;"0.004355228993517812"
2;795;" {'lr': 0.0002928571428571429, 'num_layers': 4, 'dropout': 0.0, 'mask_prob': 0.5, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 128}";0,0003;"0.00025965512720990534"
2;796;" {'lr': 0.0008585714285714286, 'num_layers': 8, 'dropout': 0.42857142857142855, 'mask_prob': 0.5, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 256}";0,0003;"0.00031385843881013756"
2;797;" {'lr': 0.0004342857142857143, 'num_layers': 1, 'dropout': 0.21428571428571427, 'mask_prob': 0.045, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 28}";0,0207;"0.020739929407442872"
2;798;" {'lr': 0.0007878571428571429, 'num_layers': 2, 'dropout': 0.2857142857142857, 'mask_prob': 0.15, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 512}";0,0106;"0.010601969051334125"
2;799;" {'lr': 0.000505, 'num_layers': 8, 'dropout': 0.46428571428571425, 'mask_prob': 0.5, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 128}";0,0033;"0.0032872278564977215"
2;800;" {'lr': 0.0002928571428571429, 'num_layers': 4, 'dropout': 0.5, 'mask_prob': 0.5, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 32}";0,0035;"0.003486648058912435"
2;801;" {'lr': 0.0007171428571428572, 'num_layers': 2, 'dropout': 0.5, 'mask_prob': 0.21999999999999997, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 1024}";0,0086;"0.008601600591454803"
2;802;" {'lr': 8.071428571428574e-05, 'num_layers': 2, 'dropout': 0.07142857142857142, 'mask_prob': 0.185, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 512}";0,0002;"0.00023182673229664368"
2;803;" {'lr': 0.0006464285714285715, 'num_layers': 1, 'dropout': 0.07142857142857142, 'mask_prob': 0.21999999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 112}";0,007;"0.006989001982698315"
2;804;" {'lr': 0.0005757142857142857, 'num_layers': 1, 'dropout': 0.3214285714285714, 'mask_prob': 0.21999999999999997, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 512}";0,0004;"0.0004243480660462458"
2;805;" {'lr': 0.0004342857142857143, 'num_layers': 4, 'dropout': 0.2857142857142857, 'mask_prob': 0.21999999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 28}";0,0143;"0.01427521098919801"
2;806;" {'lr': 0.0008585714285714286, 'num_layers': 8, 'dropout': 0.07142857142857142, 'mask_prob': 0.39499999999999996, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 2048}";1,0844;"1.0844219389714693"
2;807;" {'lr': 0.00015142857142857145, 'num_layers': 4, 'dropout': 0.42857142857142855, 'mask_prob': 0.46499999999999997, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 64}";0,0037;"0.0037253877836567546"
2;808;" {'lr': 0.0009292857142857143, 'num_layers': 2, 'dropout': 0.03571428571428571, 'mask_prob': 0.25499999999999995, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 32}";0,007;"0.007034834524873938"
2;809;" {'lr': 0.0004342857142857143, 'num_layers': 4, 'dropout': 0.25, 'mask_prob': 0.25499999999999995, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 512}";0,9655;"0.9655250405010424"
2;810;" {'lr': 0.0006464285714285715, 'num_layers': 2, 'dropout': 0.3214285714285714, 'mask_prob': 0.36, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 112}";0,0104;"0.010350387690490797"
2;811;" {'lr': 0.00015142857142857145, 'num_layers': 1, 'dropout': 0.25, 'mask_prob': 0.15, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 512}";0,0004;"0.0003919359066793205"
2;812;" {'lr': 0.0008585714285714286, 'num_layers': 2, 'dropout': 0.17857142857142855, 'mask_prob': 0.36, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 128}";0,0011;"0.001102871809914512"
2;813;" {'lr': 0.00022214285714285717, 'num_layers': 1, 'dropout': 0.21428571428571427, 'mask_prob': 0.42999999999999994, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 512}";0,001;"0.0010184727786844107"
2;814;" {'lr': 0.001, 'num_layers': 2, 'dropout': 0.25, 'mask_prob': 0.42999999999999994, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 512}";0,004;"0.004029721596835819"
2;815;" {'lr': 0.0006464285714285715, 'num_layers': 4, 'dropout': 0.25, 'mask_prob': 0.185, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 256}";0,0011;"0.0011192901017095306"
2;816;" {'lr': 1e-05, 'num_layers': 8, 'dropout': 0.14285714285714285, 'mask_prob': 0.01, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 4, 'inner_dim': 256}";0,0483;"0.04830704894112913"
2;817;" {'lr': 0.0004342857142857143, 'num_layers': 8, 'dropout': 0.46428571428571425, 'mask_prob': 0.15, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 1024}";0,0129;"0.012866881939484492"
2;818;" {'lr': 0.001, 'num_layers': 8, 'dropout': 0.14285714285714285, 'mask_prob': 0.21999999999999997, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 512}";0,9532;"0.9532436163801896"
2;819;" {'lr': 0.0009292857142857143, 'num_layers': 2, 'dropout': 0.17857142857142855, 'mask_prob': 0.25499999999999995, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 112}";0,006;"0.005994355100770726"
2;820;" {'lr': 0.0007171428571428572, 'num_layers': 1, 'dropout': 0.17857142857142855, 'mask_prob': 0.185, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 128}";0,0004;"0.00035967584929159403"
2;821;" {'lr': 0.00015142857142857145, 'num_layers': 2, 'dropout': 0.17857142857142855, 'mask_prob': 0.36, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 64}";0;"1.5435598039690185e-05"
2;822;" {'lr': 1e-05, 'num_layers': 8, 'dropout': 0.39285714285714285, 'mask_prob': 0.21999999999999997, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 256}";0,0163;"0.016299894839329154"
2;823;" {'lr': 1e-05, 'num_layers': 2, 'dropout': 0.3571428571428571, 'mask_prob': 0.46499999999999997, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}";0,0044;"0.00443652694689502"
2;824;" {'lr': 8.071428571428574e-05, 'num_layers': 1, 'dropout': 0.2857142857142857, 'mask_prob': 0.25499999999999995, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 128}";0,0001;"0.00012435738608473912"
2;825;" {'lr': 0.0003635714285714286, 'num_layers': 8, 'dropout': 0.03571428571428571, 'mask_prob': 0.5, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 1024}";0,0045;"0.004522472512785737"
2;826;" {'lr': 0.000505, 'num_layers': 4, 'dropout': 0.25, 'mask_prob': 0.5, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 128}";0,0001;"0.00013732750353244084"
2;827;" {'lr': 0.0003635714285714286, 'num_layers': 2, 'dropout': 0.42857142857142855, 'mask_prob': 0.15, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 2048}";0,0117;"0.011700759739860109"
2;828;" {'lr': 0.0004342857142857143, 'num_layers': 8, 'dropout': 0.0, 'mask_prob': 0.21999999999999997, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 512}";0,0011;"0.0011493358148359938"
2;829;" {'lr': 0.00022214285714285717, 'num_layers': 1, 'dropout': 0.25, 'mask_prob': 0.39499999999999996, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 4, 'inner_dim': 256}";0,0001;"8.284949217340909e-05"
2;830;" {'lr': 0.00015142857142857145, 'num_layers': 1, 'dropout': 0.39285714285714285, 'mask_prob': 0.29, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 112}";0,0072;"0.00720212848146299"
2;831;" {'lr': 0.0007171428571428572, 'num_layers': 1, 'dropout': 0.10714285714285714, 'mask_prob': 0.42999999999999994, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 14}";0,0063;"0.006331413794357918"
2;832;" {'lr': 0.0004342857142857143, 'num_layers': 4, 'dropout': 0.3214285714285714, 'mask_prob': 0.11499999999999998, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 256}";0,0004;"0.0003964547910359933"
2;833;" {'lr': 0.001, 'num_layers': 4, 'dropout': 0.46428571428571425, 'mask_prob': 0.21999999999999997, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 64}";0,0001;"7.913389000398303e-05"
2;834;" {'lr': 0.0003635714285714286, 'num_layers': 1, 'dropout': 0.42857142857142855, 'mask_prob': 0.46499999999999997, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 128}";0,0034;"0.0033953349277573196"
2;835;" {'lr': 1e-05, 'num_layers': 4, 'dropout': 0.0, 'mask_prob': 0.15, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}";0,0002;"0.00017147069440014953"
2;836;" {'lr': 0.0007171428571428572, 'num_layers': 1, 'dropout': 0.03571428571428571, 'mask_prob': 0.01, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 112}";0,0123;"0.012279162710336479"
2;837;" {'lr': 0.00022214285714285717, 'num_layers': 2, 'dropout': 0.3214285714285714, 'mask_prob': 0.045, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 2048}";0,0009;"0.0009266067584241299"
2;838;" {'lr': 0.0003635714285714286, 'num_layers': 1, 'dropout': 0.17857142857142855, 'mask_prob': 0.045, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}";0,0001;"0.00011022048056474887"
2;839;" {'lr': 8.071428571428574e-05, 'num_layers': 4, 'dropout': 0.2857142857142857, 'mask_prob': 0.11499999999999998, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 56}";0,0089;"0.008854616764246634"
2;840;" {'lr': 0.0004342857142857143, 'num_layers': 4, 'dropout': 0.3214285714285714, 'mask_prob': 0.39499999999999996, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}";0,0034;"0.0034160872938197202"
2;841;" {'lr': 0.000505, 'num_layers': 1, 'dropout': 0.0, 'mask_prob': 0.045, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 14}";0,0083;"0.00828789578027729"
2;842;" {'lr': 0.0002928571428571429, 'num_layers': 4, 'dropout': 0.39285714285714285, 'mask_prob': 0.15, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 1024}";0,0002;"0.00019330420687574108"
2;843;" {'lr': 0.0009292857142857143, 'num_layers': 1, 'dropout': 0.46428571428571425, 'mask_prob': 0.39499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 56}";0,0071;"0.007140428256733637"
2;844;" {'lr': 0.0005757142857142857, 'num_layers': 4, 'dropout': 0.17857142857142855, 'mask_prob': 0.5, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 14}";0,0085;"0.008512761918705349"
2;845;" {'lr': 0.0003635714285714286, 'num_layers': 1, 'dropout': 0.46428571428571425, 'mask_prob': 0.36, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}";0,0044;"0.004382823156591162"
2;846;" {'lr': 0.0007878571428571429, 'num_layers': 2, 'dropout': 0.25, 'mask_prob': 0.185, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 14}";0,0117;"0.011693306582808299"
2;847;" {'lr': 1e-05, 'num_layers': 2, 'dropout': 0.39285714285714285, 'mask_prob': 0.36, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 14}";0,0302;"0.030200510628913577"
2;848;" {'lr': 0.0004342857142857143, 'num_layers': 8, 'dropout': 0.17857142857142855, 'mask_prob': 0.39499999999999996, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 512}";0,0036;"0.003642965497228464"
2;849;" {'lr': 0.0005757142857142857, 'num_layers': 4, 'dropout': 0.46428571428571425, 'mask_prob': 0.21999999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 112}";0,0062;"0.0062170967545458365"
2;850;" {'lr': 8.071428571428574e-05, 'num_layers': 1, 'dropout': 0.14285714285714285, 'mask_prob': 0.045, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 112}";0,0417;"0.04165981423207804"
2;851;" {'lr': 0.0002928571428571429, 'num_layers': 8, 'dropout': 0.14285714285714285, 'mask_prob': 0.07999999999999999, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 64}";0,0001;"0.0001156083848112949"
2;852;" {'lr': 0.0008585714285714286, 'num_layers': 2, 'dropout': 0.5, 'mask_prob': 0.32499999999999996, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}";0,0001;"0.00013443871131656984"
2;853;" {'lr': 0.00022214285714285717, 'num_layers': 8, 'dropout': 0.3571428571428571, 'mask_prob': 0.32499999999999996, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 1024}";0,005;"0.00498580307650723"
2;854;" {'lr': 0.0006464285714285715, 'num_layers': 8, 'dropout': 0.3214285714285714, 'mask_prob': 0.39499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 14}";0,0062;"0.006223903111133136"
2;855;" {'lr': 0.0005757142857142857, 'num_layers': 2, 'dropout': 0.21428571428571427, 'mask_prob': 0.5, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}";0,0001;"0.00010626022412907332"
2;856;" {'lr': 0.0004342857142857143, 'num_layers': 1, 'dropout': 0.21428571428571427, 'mask_prob': 0.32499999999999996, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 256}";0,0002;"0.00018061863642957943"
2;857;" {'lr': 0.0004342857142857143, 'num_layers': 8, 'dropout': 0.3571428571428571, 'mask_prob': 0.045, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 128}";0,0005;"0.0005421157341180859"
2;858;" {'lr': 0.0009292857142857143, 'num_layers': 8, 'dropout': 0.17857142857142855, 'mask_prob': 0.11499999999999998, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 256}";0,0002;"0.0002367432799043232"
2;859;" {'lr': 0.0007878571428571429, 'num_layers': 2, 'dropout': 0.07142857142857142, 'mask_prob': 0.29, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 512}";0,4105;"0.410511347808336"
2;860;" {'lr': 0.0008585714285714286, 'num_layers': 2, 'dropout': 0.07142857142857142, 'mask_prob': 0.25499999999999995, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 128}";0,0001;"6.213100871383703e-05"
2;861;" {'lr': 0.0008585714285714286, 'num_layers': 2, 'dropout': 0.25, 'mask_prob': 0.25499999999999995, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 14}";0,007;"0.006951324038183023"
2;862;" {'lr': 0.000505, 'num_layers': 2, 'dropout': 0.07142857142857142, 'mask_prob': 0.21999999999999997, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 2048}";0,0079;"0.007929836528522796"
2;863;" {'lr': 0.00022214285714285717, 'num_layers': 1, 'dropout': 0.46428571428571425, 'mask_prob': 0.39499999999999996, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 64}";0,0028;"0.002796354445117207"
2;864;" {'lr': 0.0006464285714285715, 'num_layers': 4, 'dropout': 0.5, 'mask_prob': 0.5, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 2048}";0,0921;"0.09214102437621668"
2;865;" {'lr': 1e-05, 'num_layers': 8, 'dropout': 0.07142857142857142, 'mask_prob': 0.39499999999999996, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 512}";0,0042;"0.004234583463250219"
2;866;" {'lr': 8.071428571428574e-05, 'num_layers': 8, 'dropout': 0.21428571428571427, 'mask_prob': 0.46499999999999997, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}";0,0022;"0.0022464562575087734"
2;867;" {'lr': 1e-05, 'num_layers': 1, 'dropout': 0.07142857142857142, 'mask_prob': 0.39499999999999996, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 64}";0,0053;"0.0053291707789819495"
2;868;" {'lr': 0.0008585714285714286, 'num_layers': 1, 'dropout': 0.07142857142857142, 'mask_prob': 0.5, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 256}";0,0034;"0.003423703428492636"
2;869;" {'lr': 0.00022214285714285717, 'num_layers': 8, 'dropout': 0.25, 'mask_prob': 0.045, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 4, 'inner_dim': 128}";0,0268;"0.0268445108223731"
2;870;" {'lr': 0.0007171428571428572, 'num_layers': 4, 'dropout': 0.17857142857142855, 'mask_prob': 0.39499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 28}";0,0053;"0.005326778686139733"
2;871;" {'lr': 0.0008585714285714286, 'num_layers': 4, 'dropout': 0.2857142857142857, 'mask_prob': 0.21999999999999997, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 2048}";0,9;"0.9000082831633719"
2;872;" {'lr': 8.071428571428574e-05, 'num_layers': 2, 'dropout': 0.17857142857142855, 'mask_prob': 0.185, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 112}";0,008;"0.00799990646957763"
2;873;" {'lr': 0.0007878571428571429, 'num_layers': 8, 'dropout': 0.0, 'mask_prob': 0.25499999999999995, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 4096}";0,9401;"0.9400936271014967"
2;874;" {'lr': 0.00015142857142857145, 'num_layers': 1, 'dropout': 0.0, 'mask_prob': 0.01, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}";0,0003;"0.00034720146121751324"
2;875;" {'lr': 0.0007171428571428572, 'num_layers': 4, 'dropout': 0.3214285714285714, 'mask_prob': 0.5, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 32}";0,0041;"0.004085448199858595"
2;876;" {'lr': 8.071428571428574e-05, 'num_layers': 8, 'dropout': 0.3571428571428571, 'mask_prob': 0.11499999999999998, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}";0,0025;"0.002470601129492647"
2;877;" {'lr': 0.0008585714285714286, 'num_layers': 1, 'dropout': 0.17857142857142855, 'mask_prob': 0.25499999999999995, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 56}";0,0066;"0.006591678535761802"
2;878;" {'lr': 0.0004342857142857143, 'num_layers': 1, 'dropout': 0.14285714285714285, 'mask_prob': 0.25499999999999995, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 64}";0,0001;"9.677663298421784e-05"
2;879;" {'lr': 0.0007171428571428572, 'num_layers': 4, 'dropout': 0.07142857142857142, 'mask_prob': 0.01, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}";0,0028;"0.0028348125235520697"
2;880;" {'lr': 0.00015142857142857145, 'num_layers': 1, 'dropout': 0.3571428571428571, 'mask_prob': 0.11499999999999998, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 1024}";0,0004;"0.0003729958078015204"
2;881;" {'lr': 0.0008585714285714286, 'num_layers': 2, 'dropout': 0.42857142857142855, 'mask_prob': 0.01, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 512}";0,0018;"0.0018234280134110075"
2;882;" {'lr': 0.00015142857142857145, 'num_layers': 2, 'dropout': 0.46428571428571425, 'mask_prob': 0.32499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 112}";0,0072;"0.007158730516063147"
2;883;" {'lr': 0.0002928571428571429, 'num_layers': 4, 'dropout': 0.0, 'mask_prob': 0.42999999999999994, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 64}";0,0003;"0.0002791603803512101"
2;884;" {'lr': 1e-05, 'num_layers': 2, 'dropout': 0.21428571428571427, 'mask_prob': 0.01, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}";0,0009;"0.0008801470669966779"
2;885;" {'lr': 0.0006464285714285715, 'num_layers': 4, 'dropout': 0.21428571428571427, 'mask_prob': 0.01, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 2048}";0,1297;"0.12974619943844645"
2;886;" {'lr': 0.00022214285714285717, 'num_layers': 2, 'dropout': 0.3571428571428571, 'mask_prob': 0.29, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 512}";0;"2.3616937046187414e-05"
2;887;" {'lr': 0.0002928571428571429, 'num_layers': 1, 'dropout': 0.5, 'mask_prob': 0.11499999999999998, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 28}";0,0149;"0.014868698425983129"
2;888;" {'lr': 0.0006464285714285715, 'num_layers': 4, 'dropout': 0.42857142857142855, 'mask_prob': 0.21999999999999997, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 512}";0,9706;"0.9705719728218881"
2;889;" {'lr': 0.0008585714285714286, 'num_layers': 1, 'dropout': 0.25, 'mask_prob': 0.46499999999999997, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 64}";0,0004;"0.0003588753430736496"
2;890;" {'lr': 8.071428571428574e-05, 'num_layers': 8, 'dropout': 0.07142857142857142, 'mask_prob': 0.39499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 56}";0,0065;"0.006464716573981078"
2;891;" {'lr': 0.0003635714285714286, 'num_layers': 4, 'dropout': 0.39285714285714285, 'mask_prob': 0.36, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 512}";0,004;"0.004037572841058902"
2;892;" {'lr': 0.0008585714285714286, 'num_layers': 1, 'dropout': 0.21428571428571427, 'mask_prob': 0.11499999999999998, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 64}";0,0001;"9.020200875391693e-05"
2;893;" {'lr': 0.0003635714285714286, 'num_layers': 1, 'dropout': 0.39285714285714285, 'mask_prob': 0.21999999999999997, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 128}";0,0001;"9.582483586487605e-05"
2;894;" {'lr': 0.0004342857142857143, 'num_layers': 1, 'dropout': 0.14285714285714285, 'mask_prob': 0.25499999999999995, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 2048}";0,0015;"0.0014544162519374176"
2;895;" {'lr': 0.0007171428571428572, 'num_layers': 2, 'dropout': 0.03571428571428571, 'mask_prob': 0.25499999999999995, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}";0;"2.179751831327418e-05"
2;896;" {'lr': 0.00015142857142857145, 'num_layers': 1, 'dropout': 0.10714285714285714, 'mask_prob': 0.5, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 4, 'inner_dim': 256}";0,0001;"0.00011163955748902241"
2;897;" {'lr': 0.00022214285714285717, 'num_layers': 8, 'dropout': 0.25, 'mask_prob': 0.29, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 512}";0,0005;"0.0005137904020222394"
2;898;" {'lr': 1e-05, 'num_layers': 1, 'dropout': 0.2857142857142857, 'mask_prob': 0.25499999999999995, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 112}";0,034;"0.03397202883896075"
2;899;" {'lr': 0.0005757142857142857, 'num_layers': 8, 'dropout': 0.07142857142857142, 'mask_prob': 0.32499999999999996, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 256}";0,0002;"0.00020153356997884418"
2;900;" {'lr': 0.00015142857142857145, 'num_layers': 2, 'dropout': 0.25, 'mask_prob': 0.42999999999999994, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 4096}";0,0008;"0.0007578278095216343"
2;901;" {'lr': 0.00015142857142857145, 'num_layers': 2, 'dropout': 0.3571428571428571, 'mask_prob': 0.29, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 1024}";0,0001;"5.644845403271335e-05"
