Dev fold; Tune set; Parameters; Tune loss
2; 880; {'lr': 0.00015142857142857145, 'num_layers': 1, 'dropout': 0.3571428571428571, 'mask_prob': 0.11499999999999998, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 1024}; 0.0004
2; 881; {'lr': 0.0008585714285714286, 'num_layers': 2, 'dropout': 0.42857142857142855, 'mask_prob': 0.01, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 512}; 0.0018
2; 882; {'lr': 0.00015142857142857145, 'num_layers': 2, 'dropout': 0.46428571428571425, 'mask_prob': 0.32499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 112}; 0.0072
2; 883; {'lr': 0.0002928571428571429, 'num_layers': 4, 'dropout': 0.0, 'mask_prob': 0.42999999999999994, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 64}; 0.0003
2; 884; {'lr': 1e-05, 'num_layers': 2, 'dropout': 0.21428571428571427, 'mask_prob': 0.01, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}; 0.0009
2; 885; {'lr': 0.0006464285714285715, 'num_layers': 4, 'dropout': 0.21428571428571427, 'mask_prob': 0.01, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 2048}; 0.1297
2; 886; {'lr': 0.00022214285714285717, 'num_layers': 2, 'dropout': 0.3571428571428571, 'mask_prob': 0.29, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 512}; 0.0000
2; 887; {'lr': 0.0002928571428571429, 'num_layers': 1, 'dropout': 0.5, 'mask_prob': 0.11499999999999998, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 28}; 0.0149
2; 888; {'lr': 0.0006464285714285715, 'num_layers': 4, 'dropout': 0.42857142857142855, 'mask_prob': 0.21999999999999997, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 512}; 0.9706
2; 889; {'lr': 0.0008585714285714286, 'num_layers': 1, 'dropout': 0.25, 'mask_prob': 0.46499999999999997, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 64}; 0.0004
2; 890; {'lr': 8.071428571428574e-05, 'num_layers': 8, 'dropout': 0.07142857142857142, 'mask_prob': 0.39499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 56}; 0.0065
2; 891; {'lr': 0.0003635714285714286, 'num_layers': 4, 'dropout': 0.39285714285714285, 'mask_prob': 0.36, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 512}; 0.0040
2; 892; {'lr': 0.0008585714285714286, 'num_layers': 1, 'dropout': 0.21428571428571427, 'mask_prob': 0.11499999999999998, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 64}; 0.0001
2; 893; {'lr': 0.0003635714285714286, 'num_layers': 1, 'dropout': 0.39285714285714285, 'mask_prob': 0.21999999999999997, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 128}; 0.0001
2; 894; {'lr': 0.0004342857142857143, 'num_layers': 1, 'dropout': 0.14285714285714285, 'mask_prob': 0.25499999999999995, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 2048}; 0.0015
2; 895; {'lr': 0.0007171428571428572, 'num_layers': 2, 'dropout': 0.03571428571428571, 'mask_prob': 0.25499999999999995, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}; 0.0000
2; 896; {'lr': 0.00015142857142857145, 'num_layers': 1, 'dropout': 0.10714285714285714, 'mask_prob': 0.5, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 4, 'inner_dim': 256}; 0.0001
2; 897; {'lr': 0.00022214285714285717, 'num_layers': 8, 'dropout': 0.25, 'mask_prob': 0.29, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 512}; 0.0005
2; 898; {'lr': 1e-05, 'num_layers': 1, 'dropout': 0.2857142857142857, 'mask_prob': 0.25499999999999995, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 112}; 0.0340
2; 899; {'lr': 0.0005757142857142857, 'num_layers': 8, 'dropout': 0.07142857142857142, 'mask_prob': 0.32499999999999996, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 256}; 0.0002
2; 900; {'lr': 0.00015142857142857145, 'num_layers': 2, 'dropout': 0.25, 'mask_prob': 0.42999999999999994, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 4096}; 0.0008
2; 901; {'lr': 0.00015142857142857145, 'num_layers': 2, 'dropout': 0.3571428571428571, 'mask_prob': 0.29, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 1024}; 0.0001
2; 902; {'lr': 0.000505, 'num_layers': 8, 'dropout': 0.25, 'mask_prob': 0.39499999999999996, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 1024}; 0.9489
2; 903; {'lr': 0.0007878571428571429, 'num_layers': 2, 'dropout': 0.0, 'mask_prob': 0.36, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 256}; 0.0007
2; 904; {'lr': 8.071428571428574e-05, 'num_layers': 2, 'dropout': 0.21428571428571427, 'mask_prob': 0.42999999999999994, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 1024}; 0.0001
2; 905; {'lr': 8.071428571428574e-05, 'num_layers': 2, 'dropout': 0.10714285714285714, 'mask_prob': 0.07999999999999999, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 32}; 0.0020
2; 906; {'lr': 0.0006464285714285715, 'num_layers': 8, 'dropout': 0.2857142857142857, 'mask_prob': 0.185, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}; 0.8656
2; 907; {'lr': 0.0002928571428571429, 'num_layers': 2, 'dropout': 0.07142857142857142, 'mask_prob': 0.39499999999999996, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}; 0.0043
2; 908; {'lr': 0.00022214285714285717, 'num_layers': 2, 'dropout': 0.3214285714285714, 'mask_prob': 0.045, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 64}; 0.0004
2; 909; {'lr': 0.0003635714285714286, 'num_layers': 2, 'dropout': 0.14285714285714285, 'mask_prob': 0.15, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}; 0.0001
2; 910; {'lr': 0.0005757142857142857, 'num_layers': 2, 'dropout': 0.5, 'mask_prob': 0.46499999999999997, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 1024}; 0.0158
2; 911; {'lr': 1e-05, 'num_layers': 4, 'dropout': 0.42857142857142855, 'mask_prob': 0.185, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 14}; 0.0378
2; 912; {'lr': 1e-05, 'num_layers': 4, 'dropout': 0.46428571428571425, 'mask_prob': 0.36, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 64}; 0.0004
2; 913; {'lr': 0.0009292857142857143, 'num_layers': 2, 'dropout': 0.5, 'mask_prob': 0.21999999999999997, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 64}; 0.0060
2; 914; {'lr': 8.071428571428574e-05, 'num_layers': 1, 'dropout': 0.2857142857142857, 'mask_prob': 0.07999999999999999, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 56}; 0.0106
2; 915; {'lr': 0.0006464285714285715, 'num_layers': 2, 'dropout': 0.42857142857142855, 'mask_prob': 0.42999999999999994, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 64}; 0.0000
2; 916; {'lr': 0.0002928571428571429, 'num_layers': 8, 'dropout': 0.3571428571428571, 'mask_prob': 0.25499999999999995, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 2048}; 0.0004
2; 917; {'lr': 0.00015142857142857145, 'num_layers': 8, 'dropout': 0.46428571428571425, 'mask_prob': 0.01, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 1024}; 0.0169
2; 918; {'lr': 0.0006464285714285715, 'num_layers': 2, 'dropout': 0.2857142857142857, 'mask_prob': 0.42999999999999994, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 1024}; 0.0048
2; 919; {'lr': 0.0007171428571428572, 'num_layers': 4, 'dropout': 0.03571428571428571, 'mask_prob': 0.5, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}; 0.3567
2; 920; {'lr': 0.0005757142857142857, 'num_layers': 8, 'dropout': 0.14285714285714285, 'mask_prob': 0.21999999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 28}; 0.0056
2; 921; {'lr': 0.0002928571428571429, 'num_layers': 4, 'dropout': 0.5, 'mask_prob': 0.42999999999999994, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 2048}; 0.0049
2; 922; {'lr': 0.00015142857142857145, 'num_layers': 1, 'dropout': 0.2857142857142857, 'mask_prob': 0.46499999999999997, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 512}; 0.0003
2; 923; {'lr': 0.00015142857142857145, 'num_layers': 8, 'dropout': 0.17857142857142855, 'mask_prob': 0.25499999999999995, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 64}; 0.0000
2; 924; {'lr': 0.0008585714285714286, 'num_layers': 1, 'dropout': 0.3571428571428571, 'mask_prob': 0.045, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}; 0.0009
2; 925; {'lr': 0.0007878571428571429, 'num_layers': 1, 'dropout': 0.5, 'mask_prob': 0.42999999999999994, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 14}; 0.0085
2; 926; {'lr': 0.0002928571428571429, 'num_layers': 2, 'dropout': 0.21428571428571427, 'mask_prob': 0.07999999999999999, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}; 0.0003
2; 927; {'lr': 0.0007878571428571429, 'num_layers': 1, 'dropout': 0.3571428571428571, 'mask_prob': 0.46499999999999997, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 4, 'inner_dim': 128}; 0.0006
2; 928; {'lr': 0.000505, 'num_layers': 1, 'dropout': 0.03571428571428571, 'mask_prob': 0.21999999999999997, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 64}; 0.0075
2; 929; {'lr': 0.0007878571428571429, 'num_layers': 8, 'dropout': 0.3214285714285714, 'mask_prob': 0.15, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}; 0.0001
2; 930; {'lr': 0.0004342857142857143, 'num_layers': 4, 'dropout': 0.17857142857142855, 'mask_prob': 0.39499999999999996, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 4, 'inner_dim': 256}; 0.0000
2; 931; {'lr': 0.0005757142857142857, 'num_layers': 8, 'dropout': 0.10714285714285714, 'mask_prob': 0.15, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 4, 'inner_dim': 256}; 0.0002
2; 932; {'lr': 0.0006464285714285715, 'num_layers': 4, 'dropout': 0.3214285714285714, 'mask_prob': 0.36, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 128}; 0.0001
2; 933; {'lr': 0.0002928571428571429, 'num_layers': 2, 'dropout': 0.07142857142857142, 'mask_prob': 0.29, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 1024}; 0.0001
2; 934; {'lr': 0.00015142857142857145, 'num_layers': 2, 'dropout': 0.3214285714285714, 'mask_prob': 0.39499999999999996, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}; 0.0003
2; 935; {'lr': 0.001, 'num_layers': 2, 'dropout': 0.5, 'mask_prob': 0.39499999999999996, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 256}; 0.9417
2; 936; {'lr': 0.00022214285714285717, 'num_layers': 2, 'dropout': 0.42857142857142855, 'mask_prob': 0.11499999999999998, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 32}; 0.0127
2; 937; {'lr': 0.00022214285714285717, 'num_layers': 4, 'dropout': 0.46428571428571425, 'mask_prob': 0.42999999999999994, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 512}; 0.0043
2; 938; {'lr': 0.000505, 'num_layers': 2, 'dropout': 0.21428571428571427, 'mask_prob': 0.185, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 64}; 0.0001
2; 939; {'lr': 0.0009292857142857143, 'num_layers': 8, 'dropout': 0.25, 'mask_prob': 0.07999999999999999, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 256}; 0.0178
2; 940; {'lr': 8.071428571428574e-05, 'num_layers': 8, 'dropout': 0.07142857142857142, 'mask_prob': 0.01, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}; 0.0020
2; 941; {'lr': 0.0006464285714285715, 'num_layers': 4, 'dropout': 0.03571428571428571, 'mask_prob': 0.5, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 1024}; 0.0040
2; 942; {'lr': 0.0007171428571428572, 'num_layers': 8, 'dropout': 0.21428571428571427, 'mask_prob': 0.46499999999999997, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 4, 'inner_dim': 256}; 0.0001
2; 943; {'lr': 1e-05, 'num_layers': 8, 'dropout': 0.5, 'mask_prob': 0.07999999999999999, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 32}; 0.0332
2; 944; {'lr': 0.0004342857142857143, 'num_layers': 4, 'dropout': 0.10714285714285714, 'mask_prob': 0.46499999999999997, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 256}; 0.0001
2; 945; {'lr': 0.000505, 'num_layers': 1, 'dropout': 0.25, 'mask_prob': 0.21999999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 112}; 0.0105
2; 946; {'lr': 1e-05, 'num_layers': 2, 'dropout': 0.2857142857142857, 'mask_prob': 0.21999999999999997, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 256}; 0.0021
2; 947; {'lr': 0.0009292857142857143, 'num_layers': 8, 'dropout': 0.3214285714285714, 'mask_prob': 0.46499999999999997, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 2048}; 0.9596
2; 948; {'lr': 0.0009292857142857143, 'num_layers': 4, 'dropout': 0.25, 'mask_prob': 0.29, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 256}; 0.0002
2; 949; {'lr': 0.0007171428571428572, 'num_layers': 8, 'dropout': 0.0, 'mask_prob': 0.39499999999999996, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}; 0.0021
2; 950; {'lr': 0.0006464285714285715, 'num_layers': 2, 'dropout': 0.0, 'mask_prob': 0.01, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 512}; 0.0005
2; 951; {'lr': 0.0009292857142857143, 'num_layers': 4, 'dropout': 0.2857142857142857, 'mask_prob': 0.185, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 4096}; 1.0013
2; 952; {'lr': 0.0007878571428571429, 'num_layers': 2, 'dropout': 0.39285714285714285, 'mask_prob': 0.39499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 14}; 0.0067
2; 953; {'lr': 1e-05, 'num_layers': 8, 'dropout': 0.14285714285714285, 'mask_prob': 0.36, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 512}; 0.0009
2; 954; {'lr': 0.0002928571428571429, 'num_layers': 2, 'dropout': 0.10714285714285714, 'mask_prob': 0.25499999999999995, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 64}; 0.0067
2; 955; {'lr': 0.00015142857142857145, 'num_layers': 4, 'dropout': 0.2857142857142857, 'mask_prob': 0.11499999999999998, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 56}; 0.0062
2; 956; {'lr': 0.0005757142857142857, 'num_layers': 4, 'dropout': 0.21428571428571427, 'mask_prob': 0.39499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 56}; 0.0097
2; 957; {'lr': 0.0003635714285714286, 'num_layers': 4, 'dropout': 0.0, 'mask_prob': 0.185, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 14}; 0.0062
2; 958; {'lr': 0.00022214285714285717, 'num_layers': 2, 'dropout': 0.17857142857142855, 'mask_prob': 0.46499999999999997, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}; 0.0047
2; 959; {'lr': 0.0003635714285714286, 'num_layers': 2, 'dropout': 0.14285714285714285, 'mask_prob': 0.5, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 2048}; 0.0040
2; 960; {'lr': 0.0003635714285714286, 'num_layers': 1, 'dropout': 0.42857142857142855, 'mask_prob': 0.15, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 112}; 0.0064
2; 961; {'lr': 0.0006464285714285715, 'num_layers': 4, 'dropout': 0.10714285714285714, 'mask_prob': 0.42999999999999994, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 128}; 0.0033
2; 962; {'lr': 0.00015142857142857145, 'num_layers': 4, 'dropout': 0.10714285714285714, 'mask_prob': 0.01, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 14}; 0.0090
2; 963; {'lr': 0.0009292857142857143, 'num_layers': 4, 'dropout': 0.0, 'mask_prob': 0.36, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 4096}; 0.0053
2; 964; {'lr': 0.0007171428571428572, 'num_layers': 1, 'dropout': 0.5, 'mask_prob': 0.46499999999999997, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 2048}; 0.0073
2; 965; {'lr': 0.0006464285714285715, 'num_layers': 1, 'dropout': 0.2857142857142857, 'mask_prob': 0.11499999999999998, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 56}; 0.0066
2; 966; {'lr': 8.071428571428574e-05, 'num_layers': 1, 'dropout': 0.3214285714285714, 'mask_prob': 0.42999999999999994, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 32}; 0.0039
2; 967; {'lr': 8.071428571428574e-05, 'num_layers': 2, 'dropout': 0.25, 'mask_prob': 0.42999999999999994, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 32}; 0.0037
2; 968; {'lr': 0.00022214285714285717, 'num_layers': 8, 'dropout': 0.21428571428571427, 'mask_prob': 0.5, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 2048}; 0.0048
2; 969; {'lr': 0.0005757142857142857, 'num_layers': 8, 'dropout': 0.42857142857142855, 'mask_prob': 0.185, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 1024}; 0.0229
2; 970; {'lr': 1e-05, 'num_layers': 4, 'dropout': 0.0, 'mask_prob': 0.36, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 4096}; 0.0002
2; 971; {'lr': 8.071428571428574e-05, 'num_layers': 2, 'dropout': 0.46428571428571425, 'mask_prob': 0.29, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 64}; 0.0001
2; 972; {'lr': 0.0004342857142857143, 'num_layers': 1, 'dropout': 0.3214285714285714, 'mask_prob': 0.36, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 512}; 0.0049
2; 973; {'lr': 0.0003635714285714286, 'num_layers': 2, 'dropout': 0.46428571428571425, 'mask_prob': 0.46499999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 112}; 0.0066
2; 974; {'lr': 0.0009292857142857143, 'num_layers': 8, 'dropout': 0.07142857142857142, 'mask_prob': 0.01, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 128}; 0.0010
2; 975; {'lr': 8.071428571428574e-05, 'num_layers': 8, 'dropout': 0.3571428571428571, 'mask_prob': 0.01, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 64}; 0.0432
2; 976; {'lr': 8.071428571428574e-05, 'num_layers': 2, 'dropout': 0.2857142857142857, 'mask_prob': 0.36, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 512}; 0.0002
2; 977; {'lr': 0.00022214285714285717, 'num_layers': 4, 'dropout': 0.46428571428571425, 'mask_prob': 0.07999999999999999, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 32}; 0.0001
2; 978; {'lr': 0.00022214285714285717, 'num_layers': 8, 'dropout': 0.5, 'mask_prob': 0.36, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 1024}; 0.0006
2; 979; {'lr': 1e-05, 'num_layers': 4, 'dropout': 0.07142857142857142, 'mask_prob': 0.15, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 112}; 0.0300
2; 980; {'lr': 0.00022214285714285717, 'num_layers': 1, 'dropout': 0.03571428571428571, 'mask_prob': 0.29, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 112}; 0.0067
2; 981; {'lr': 0.0005757142857142857, 'num_layers': 4, 'dropout': 0.46428571428571425, 'mask_prob': 0.185, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 128}; 0.0002
2; 982; {'lr': 0.0004342857142857143, 'num_layers': 2, 'dropout': 0.5, 'mask_prob': 0.25499999999999995, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 128}; 0.0063
2; 983; {'lr': 0.0005757142857142857, 'num_layers': 1, 'dropout': 0.3571428571428571, 'mask_prob': 0.32499999999999996, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 128}; 0.0045
2; 984; {'lr': 0.0006464285714285715, 'num_layers': 1, 'dropout': 0.03571428571428571, 'mask_prob': 0.045, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 2048}; 0.0011
2; 985; {'lr': 0.0003635714285714286, 'num_layers': 1, 'dropout': 0.10714285714285714, 'mask_prob': 0.07999999999999999, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 512}; 0.0002
2; 986; {'lr': 0.0005757142857142857, 'num_layers': 2, 'dropout': 0.21428571428571427, 'mask_prob': 0.42999999999999994, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 512}; 0.0123
2; 987; {'lr': 1e-05, 'num_layers': 1, 'dropout': 0.0, 'mask_prob': 0.39499999999999996, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 64}; 0.0003
2; 988; {'lr': 0.00022214285714285717, 'num_layers': 8, 'dropout': 0.46428571428571425, 'mask_prob': 0.46499999999999997, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 512}; 0.0038
2; 989; {'lr': 0.0005757142857142857, 'num_layers': 1, 'dropout': 0.21428571428571427, 'mask_prob': 0.01, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 28}; 0.0188
2; 990; {'lr': 1e-05, 'num_layers': 2, 'dropout': 0.42857142857142855, 'mask_prob': 0.185, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 4096}; 0.0020
2; 991; {'lr': 1e-05, 'num_layers': 1, 'dropout': 0.2857142857142857, 'mask_prob': 0.32499999999999996, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}; 0.0014
2; 992; {'lr': 0.000505, 'num_layers': 8, 'dropout': 0.3571428571428571, 'mask_prob': 0.185, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 32}; 0.0001
