Dev fold; Tune set; Parameters; Tune loss
2; 504; {'lr': 0.0003635714285714286, 'num_layers': 4, 'dropout': 0.25, 'mask_prob': 0.29, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 14}; 0.0068
2; 505; {'lr': 0.00015142857142857145, 'num_layers': 1, 'dropout': 0.14285714285714285, 'mask_prob': 0.15, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 14}; 0.0155
2; 506; {'lr': 0.0008585714285714286, 'num_layers': 1, 'dropout': 0.3571428571428571, 'mask_prob': 0.29, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 56}; 0.0101
2; 507; {'lr': 0.0009292857142857143, 'num_layers': 1, 'dropout': 0.39285714285714285, 'mask_prob': 0.29, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 1024}; 0.0004
2; 508; {'lr': 0.0008585714285714286, 'num_layers': 8, 'dropout': 0.03571428571428571, 'mask_prob': 0.39499999999999996, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 64}; 0.0041
2; 509; {'lr': 0.0007878571428571429, 'num_layers': 8, 'dropout': 0.3214285714285714, 'mask_prob': 0.07999999999999999, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 512}; 0.9627
2; 510; {'lr': 0.0007878571428571429, 'num_layers': 8, 'dropout': 0.39285714285714285, 'mask_prob': 0.42999999999999994, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 56}; 0.0060
2; 511; {'lr': 0.0002928571428571429, 'num_layers': 4, 'dropout': 0.21428571428571427, 'mask_prob': 0.15, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 2048}; 0.0012
2; 512; {'lr': 0.00015142857142857145, 'num_layers': 4, 'dropout': 0.07142857142857142, 'mask_prob': 0.29, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 14}; 0.0071
2; 513; {'lr': 0.0004342857142857143, 'num_layers': 2, 'dropout': 0.25, 'mask_prob': 0.29, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 512}; 0.0024
2; 514; {'lr': 0.0008585714285714286, 'num_layers': 4, 'dropout': 0.03571428571428571, 'mask_prob': 0.01, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 64}; 0.0004
2; 515; {'lr': 0.0006464285714285715, 'num_layers': 8, 'dropout': 0.2857142857142857, 'mask_prob': 0.07999999999999999, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 2048}; 0.0190
2; 516; {'lr': 0.001, 'num_layers': 1, 'dropout': 0.46428571428571425, 'mask_prob': 0.39499999999999996, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 4, 'inner_dim': 256}; 0.0042
2; 517; {'lr': 0.00022214285714285717, 'num_layers': 4, 'dropout': 0.14285714285714285, 'mask_prob': 0.11499999999999998, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}; 0.0127
2; 518; {'lr': 0.0008585714285714286, 'num_layers': 8, 'dropout': 0.42857142857142855, 'mask_prob': 0.185, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 512}; 0.9304
2; 519; {'lr': 0.00022214285714285717, 'num_layers': 8, 'dropout': 0.10714285714285714, 'mask_prob': 0.25499999999999995, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 128}; 0.0002
2; 520; {'lr': 0.0007171428571428572, 'num_layers': 8, 'dropout': 0.46428571428571425, 'mask_prob': 0.36, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 4096}; 1.1526
2; 521; {'lr': 0.0003635714285714286, 'num_layers': 1, 'dropout': 0.2857142857142857, 'mask_prob': 0.25499999999999995, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}; 0.0001
2; 522; {'lr': 0.0004342857142857143, 'num_layers': 1, 'dropout': 0.25, 'mask_prob': 0.15, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 14}; 0.0062
2; 523; {'lr': 0.000505, 'num_layers': 4, 'dropout': 0.3214285714285714, 'mask_prob': 0.045, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}; 0.0003
2; 524; {'lr': 0.001, 'num_layers': 1, 'dropout': 0.3571428571428571, 'mask_prob': 0.5, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 112}; 0.0081
2; 525; {'lr': 0.0007171428571428572, 'num_layers': 8, 'dropout': 0.25, 'mask_prob': 0.46499999999999997, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 2048}; 0.1457
2; 526; {'lr': 0.0002928571428571429, 'num_layers': 1, 'dropout': 0.46428571428571425, 'mask_prob': 0.15, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 112}; 0.0064
2; 527; {'lr': 0.00022214285714285717, 'num_layers': 8, 'dropout': 0.42857142857142855, 'mask_prob': 0.11499999999999998, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 112}; 0.0084
2; 528; {'lr': 0.001, 'num_layers': 2, 'dropout': 0.0, 'mask_prob': 0.21999999999999997, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 1024}; 0.0014
2; 529; {'lr': 0.0006464285714285715, 'num_layers': 1, 'dropout': 0.10714285714285714, 'mask_prob': 0.29, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 256}; 0.0004
2; 530; {'lr': 0.0004342857142857143, 'num_layers': 1, 'dropout': 0.25, 'mask_prob': 0.045, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 2048}; 0.0281
2; 531; {'lr': 0.0008585714285714286, 'num_layers': 2, 'dropout': 0.3571428571428571, 'mask_prob': 0.32499999999999996, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 1024}; 0.8420
2; 532; {'lr': 0.0008585714285714286, 'num_layers': 1, 'dropout': 0.39285714285714285, 'mask_prob': 0.32499999999999996, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 256}; 0.0001
2; 533; {'lr': 1e-05, 'num_layers': 1, 'dropout': 0.5, 'mask_prob': 0.01, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 128}; 0.0363
2; 534; {'lr': 0.0004342857142857143, 'num_layers': 1, 'dropout': 0.3571428571428571, 'mask_prob': 0.32499999999999996, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 256}; 0.0003
2; 535; {'lr': 0.0007171428571428572, 'num_layers': 4, 'dropout': 0.39285714285714285, 'mask_prob': 0.5, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}; 0.0436
2; 536; {'lr': 0.0003635714285714286, 'num_layers': 1, 'dropout': 0.2857142857142857, 'mask_prob': 0.21999999999999997, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 512}; 0.0003
2; 537; {'lr': 0.00022214285714285717, 'num_layers': 1, 'dropout': 0.2857142857142857, 'mask_prob': 0.21999999999999997, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 256}; 0.0011
2; 538; {'lr': 0.0002928571428571429, 'num_layers': 8, 'dropout': 0.0, 'mask_prob': 0.07999999999999999, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}; 0.0003
2; 539; {'lr': 0.0008585714285714286, 'num_layers': 2, 'dropout': 0.42857142857142855, 'mask_prob': 0.42999999999999994, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}; 0.0004
2; 540; {'lr': 0.0006464285714285715, 'num_layers': 2, 'dropout': 0.21428571428571427, 'mask_prob': 0.045, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 2048}; 0.1062
2; 541; {'lr': 0.00022214285714285717, 'num_layers': 1, 'dropout': 0.46428571428571425, 'mask_prob': 0.185, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 512}; 0.0003
2; 542; {'lr': 0.0006464285714285715, 'num_layers': 8, 'dropout': 0.10714285714285714, 'mask_prob': 0.07999999999999999, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 14}; 0.0068
2; 543; {'lr': 0.0002928571428571429, 'num_layers': 2, 'dropout': 0.10714285714285714, 'mask_prob': 0.32499999999999996, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}; 0.0002
2; 544; {'lr': 0.0009292857142857143, 'num_layers': 8, 'dropout': 0.46428571428571425, 'mask_prob': 0.42999999999999994, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 1024}; 0.0580
2; 545; {'lr': 0.0004342857142857143, 'num_layers': 2, 'dropout': 0.3214285714285714, 'mask_prob': 0.5, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 2048}; 0.0003
2; 546; {'lr': 0.000505, 'num_layers': 8, 'dropout': 0.21428571428571427, 'mask_prob': 0.01, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 14}; 0.0089
2; 547; {'lr': 0.0006464285714285715, 'num_layers': 4, 'dropout': 0.21428571428571427, 'mask_prob': 0.5, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 128}; 0.0032
2; 548; {'lr': 8.071428571428574e-05, 'num_layers': 8, 'dropout': 0.07142857142857142, 'mask_prob': 0.11499999999999998, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 64}; 0.0001
2; 549; {'lr': 1e-05, 'num_layers': 1, 'dropout': 0.3571428571428571, 'mask_prob': 0.21999999999999997, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 256}; 0.0012
2; 550; {'lr': 0.0004342857142857143, 'num_layers': 4, 'dropout': 0.0, 'mask_prob': 0.39499999999999996, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 512}; 0.0045
2; 551; {'lr': 0.0003635714285714286, 'num_layers': 8, 'dropout': 0.17857142857142855, 'mask_prob': 0.185, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 128}; 0.0093
2; 552; {'lr': 0.000505, 'num_layers': 1, 'dropout': 0.25, 'mask_prob': 0.01, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 128}; 0.0330
2; 553; {'lr': 0.00022214285714285717, 'num_layers': 4, 'dropout': 0.46428571428571425, 'mask_prob': 0.42999999999999994, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}; 0.0006
2; 554; {'lr': 0.0009292857142857143, 'num_layers': 8, 'dropout': 0.14285714285714285, 'mask_prob': 0.11499999999999998, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 28}; 0.0058
2; 555; {'lr': 0.000505, 'num_layers': 8, 'dropout': 0.42857142857142855, 'mask_prob': 0.25499999999999995, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 512}; 0.9319
2; 556; {'lr': 0.0008585714285714286, 'num_layers': 2, 'dropout': 0.10714285714285714, 'mask_prob': 0.36, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 2048}; 0.1872
2; 557; {'lr': 0.001, 'num_layers': 8, 'dropout': 0.03571428571428571, 'mask_prob': 0.42999999999999994, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 256}; 0.0055
2; 558; {'lr': 0.00022214285714285717, 'num_layers': 4, 'dropout': 0.0, 'mask_prob': 0.5, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 2048}; 0.0005
2; 559; {'lr': 0.0009292857142857143, 'num_layers': 2, 'dropout': 0.46428571428571425, 'mask_prob': 0.5, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 28}; 0.0062
2; 560; {'lr': 8.071428571428574e-05, 'num_layers': 1, 'dropout': 0.25, 'mask_prob': 0.36, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 512}; 0.0002
2; 561; {'lr': 0.00015142857142857145, 'num_layers': 4, 'dropout': 0.3214285714285714, 'mask_prob': 0.21999999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 56}; 0.0057
2; 562; {'lr': 0.0009292857142857143, 'num_layers': 1, 'dropout': 0.0, 'mask_prob': 0.42999999999999994, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 1024}; 0.0008
2; 563; {'lr': 0.0009292857142857143, 'num_layers': 2, 'dropout': 0.2857142857142857, 'mask_prob': 0.42999999999999994, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 128}; 0.0001
2; 564; {'lr': 0.00015142857142857145, 'num_layers': 2, 'dropout': 0.3214285714285714, 'mask_prob': 0.46499999999999997, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 512}; 0.0036
2; 565; {'lr': 0.0008585714285714286, 'num_layers': 1, 'dropout': 0.03571428571428571, 'mask_prob': 0.185, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 128}; 0.0002
2; 566; {'lr': 0.00022214285714285717, 'num_layers': 1, 'dropout': 0.0, 'mask_prob': 0.01, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 56}; 0.0088
2; 567; {'lr': 1e-05, 'num_layers': 4, 'dropout': 0.21428571428571427, 'mask_prob': 0.5, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 4, 'inner_dim': 128}; 0.0041
2; 568; {'lr': 0.0008585714285714286, 'num_layers': 1, 'dropout': 0.21428571428571427, 'mask_prob': 0.07999999999999999, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}; 0.0167
2; 569; {'lr': 8.071428571428574e-05, 'num_layers': 1, 'dropout': 0.03571428571428571, 'mask_prob': 0.21999999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 112}; 0.0059
2; 570; {'lr': 0.00022214285714285717, 'num_layers': 1, 'dropout': 0.5, 'mask_prob': 0.11499999999999998, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 28}; 0.0151
2; 571; {'lr': 0.0007171428571428572, 'num_layers': 8, 'dropout': 0.25, 'mask_prob': 0.01, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 256}; 0.0024
2; 572; {'lr': 0.0002928571428571429, 'num_layers': 4, 'dropout': 0.5, 'mask_prob': 0.045, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 128}; 0.0003
2; 573; {'lr': 0.00015142857142857145, 'num_layers': 2, 'dropout': 0.0, 'mask_prob': 0.29, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 64}; 0.0052
2; 574; {'lr': 0.001, 'num_layers': 8, 'dropout': 0.0, 'mask_prob': 0.39499999999999996, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 512}; 0.0076
2; 575; {'lr': 0.001, 'num_layers': 4, 'dropout': 0.46428571428571425, 'mask_prob': 0.5, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 512}; 0.0918
2; 576; {'lr': 0.0006464285714285715, 'num_layers': 2, 'dropout': 0.14285714285714285, 'mask_prob': 0.5, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 1024}; 0.0132
2; 577; {'lr': 0.0006464285714285715, 'num_layers': 8, 'dropout': 0.07142857142857142, 'mask_prob': 0.01, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 512}; 0.0102
2; 578; {'lr': 0.001, 'num_layers': 2, 'dropout': 0.14285714285714285, 'mask_prob': 0.11499999999999998, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 512}; 0.0001
2; 579; {'lr': 0.0009292857142857143, 'num_layers': 2, 'dropout': 0.0, 'mask_prob': 0.07999999999999999, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 64}; 0.0003
2; 580; {'lr': 0.00022214285714285717, 'num_layers': 1, 'dropout': 0.14285714285714285, 'mask_prob': 0.32499999999999996, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 64}; 0.0002
2; 581; {'lr': 8.071428571428574e-05, 'num_layers': 2, 'dropout': 0.3214285714285714, 'mask_prob': 0.07999999999999999, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 128}; 0.0203
2; 582; {'lr': 0.0003635714285714286, 'num_layers': 1, 'dropout': 0.39285714285714285, 'mask_prob': 0.29, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 128}; 0.0001
2; 583; {'lr': 0.0004342857142857143, 'num_layers': 2, 'dropout': 0.0, 'mask_prob': 0.46499999999999997, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}; 0.0038
2; 584; {'lr': 0.00015142857142857145, 'num_layers': 8, 'dropout': 0.0, 'mask_prob': 0.25499999999999995, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}; 0.0007
2; 585; {'lr': 0.0002928571428571429, 'num_layers': 2, 'dropout': 0.14285714285714285, 'mask_prob': 0.185, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 512}; 0.0461
2; 586; {'lr': 0.0005757142857142857, 'num_layers': 8, 'dropout': 0.5, 'mask_prob': 0.5, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 512}; 0.8744
2; 587; {'lr': 1e-05, 'num_layers': 1, 'dropout': 0.3214285714285714, 'mask_prob': 0.15, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 128}; 0.0020
2; 588; {'lr': 0.000505, 'num_layers': 4, 'dropout': 0.5, 'mask_prob': 0.11499999999999998, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 28}; 0.0055
2; 589; {'lr': 0.00015142857142857145, 'num_layers': 8, 'dropout': 0.39285714285714285, 'mask_prob': 0.07999999999999999, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 512}; 0.0037
2; 590; {'lr': 8.071428571428574e-05, 'num_layers': 8, 'dropout': 0.3571428571428571, 'mask_prob': 0.185, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 4, 'inner_dim': 32}; 0.0089
2; 591; {'lr': 0.0002928571428571429, 'num_layers': 1, 'dropout': 0.39285714285714285, 'mask_prob': 0.46499999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 28}; 0.0086
2; 592; {'lr': 0.0007171428571428572, 'num_layers': 4, 'dropout': 0.14285714285714285, 'mask_prob': 0.39499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 56}; 0.0067
2; 593; {'lr': 0.0005757142857142857, 'num_layers': 2, 'dropout': 0.3571428571428571, 'mask_prob': 0.185, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 112}; 0.0060
2; 594; {'lr': 0.00015142857142857145, 'num_layers': 8, 'dropout': 0.39285714285714285, 'mask_prob': 0.42999999999999994, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 128}; 0.0000
2; 595; {'lr': 1e-05, 'num_layers': 4, 'dropout': 0.10714285714285714, 'mask_prob': 0.29, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 32}; 0.0007
2; 596; {'lr': 0.001, 'num_layers': 4, 'dropout': 0.3571428571428571, 'mask_prob': 0.11499999999999998, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 512}; 0.0003
2; 597; {'lr': 0.0002928571428571429, 'num_layers': 4, 'dropout': 0.46428571428571425, 'mask_prob': 0.36, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 512}; 0.0001
2; 598; {'lr': 0.00022214285714285717, 'num_layers': 1, 'dropout': 0.46428571428571425, 'mask_prob': 0.185, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 64}; 0.0047
2; 599; {'lr': 0.0009292857142857143, 'num_layers': 2, 'dropout': 0.3214285714285714, 'mask_prob': 0.11499999999999998, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 64}; 0.0005
2; 600; {'lr': 0.0006464285714285715, 'num_layers': 2, 'dropout': 0.5, 'mask_prob': 0.185, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 4096}; 0.0014
2; 601; {'lr': 0.0003635714285714286, 'num_layers': 8, 'dropout': 0.25, 'mask_prob': 0.01, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 112}; 0.0096
2; 602; {'lr': 0.0003635714285714286, 'num_layers': 4, 'dropout': 0.39285714285714285, 'mask_prob': 0.42999999999999994, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 112}; 0.0067
2; 603; {'lr': 0.0007171428571428572, 'num_layers': 4, 'dropout': 0.46428571428571425, 'mask_prob': 0.42999999999999994, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 256}; 0.0035
2; 604; {'lr': 0.00022214285714285717, 'num_layers': 2, 'dropout': 0.25, 'mask_prob': 0.42999999999999994, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 128}; 0.0043
2; 605; {'lr': 0.0003635714285714286, 'num_layers': 4, 'dropout': 0.14285714285714285, 'mask_prob': 0.42999999999999994, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 14}; 0.0058
2; 606; {'lr': 0.0003635714285714286, 'num_layers': 8, 'dropout': 0.5, 'mask_prob': 0.5, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 2048}; 0.9414
2; 607; {'lr': 0.00015142857142857145, 'num_layers': 8, 'dropout': 0.3214285714285714, 'mask_prob': 0.39499999999999996, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}; 0.0045
2; 608; {'lr': 0.0002928571428571429, 'num_layers': 1, 'dropout': 0.10714285714285714, 'mask_prob': 0.25499999999999995, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 512}; 0.0001
2; 609; {'lr': 1e-05, 'num_layers': 4, 'dropout': 0.46428571428571425, 'mask_prob': 0.25499999999999995, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}; 0.0009
2; 610; {'lr': 8.071428571428574e-05, 'num_layers': 2, 'dropout': 0.25, 'mask_prob': 0.5, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 32}; 0.0001
2; 611; {'lr': 0.0008585714285714286, 'num_layers': 1, 'dropout': 0.10714285714285714, 'mask_prob': 0.21999999999999997, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 1024}; 0.0170
2; 612; {'lr': 0.0003635714285714286, 'num_layers': 4, 'dropout': 0.3571428571428571, 'mask_prob': 0.07999999999999999, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 2048}; 0.0018
2; 613; {'lr': 0.001, 'num_layers': 4, 'dropout': 0.2857142857142857, 'mask_prob': 0.01, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 128}; 0.0003
2; 614; {'lr': 0.0002928571428571429, 'num_layers': 8, 'dropout': 0.39285714285714285, 'mask_prob': 0.045, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}; 0.0021
2; 615; {'lr': 0.0006464285714285715, 'num_layers': 2, 'dropout': 0.10714285714285714, 'mask_prob': 0.36, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 64}; 0.0000
2; 616; {'lr': 0.0008585714285714286, 'num_layers': 8, 'dropout': 0.3214285714285714, 'mask_prob': 0.39499999999999996, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 1024}; 1.1060
2; 617; {'lr': 0.0002928571428571429, 'num_layers': 1, 'dropout': 0.03571428571428571, 'mask_prob': 0.25499999999999995, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 512}; 0.0003
2; 618; {'lr': 8.071428571428574e-05, 'num_layers': 4, 'dropout': 0.14285714285714285, 'mask_prob': 0.25499999999999995, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 128}; 0.0001
2; 619; {'lr': 0.0008585714285714286, 'num_layers': 4, 'dropout': 0.03571428571428571, 'mask_prob': 0.185, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 32}; 0.0001
2; 620; {'lr': 0.0002928571428571429, 'num_layers': 4, 'dropout': 0.07142857142857142, 'mask_prob': 0.42999999999999994, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 128}; 0.0002
2; 621; {'lr': 1e-05, 'num_layers': 2, 'dropout': 0.03571428571428571, 'mask_prob': 0.42999999999999994, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 256}; 0.0001
2; 622; {'lr': 1e-05, 'num_layers': 1, 'dropout': 0.17857142857142855, 'mask_prob': 0.39499999999999996, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 512}; 0.0036
2; 623; {'lr': 0.0008585714285714286, 'num_layers': 4, 'dropout': 0.07142857142857142, 'mask_prob': 0.045, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 256}; 0.0238
2; 624; {'lr': 8.071428571428574e-05, 'num_layers': 1, 'dropout': 0.10714285714285714, 'mask_prob': 0.46499999999999997, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 4, 'inner_dim': 64}; 0.0033
2; 625; {'lr': 0.0007878571428571429, 'num_layers': 1, 'dropout': 0.46428571428571425, 'mask_prob': 0.39499999999999996, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 512}; 0.0002
2; 626; {'lr': 0.0009292857142857143, 'num_layers': 1, 'dropout': 0.3571428571428571, 'mask_prob': 0.46499999999999997, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 512}; 0.0005
2; 627; {'lr': 0.0007878571428571429, 'num_layers': 2, 'dropout': 0.5, 'mask_prob': 0.32499999999999996, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 2048}; 1.0260
2; 628; {'lr': 0.00022214285714285717, 'num_layers': 4, 'dropout': 0.3214285714285714, 'mask_prob': 0.36, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 4096}; 0.0029
2; 629; {'lr': 0.0002928571428571429, 'num_layers': 8, 'dropout': 0.46428571428571425, 'mask_prob': 0.42999999999999994, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 1024}; 0.0001
